videoId,title,metaData
Ond2HGdrFc4,STRATEGI DIGITAL MARKETING 2021 (LEBIH EXTREME DARI SEBELUMNYA),"{'kind': 'youtube#searchResult', 'etag': 'xbFEfs1jHf05V-PLFMlVbSsSFqw', 'id': {'kind': 'youtube#video', 'videoId': 'Ond2HGdrFc4'}, 'snippet': {'publishedAt': '2021-01-01T13:00:07Z', 'channelId': 'UCx-9wWeG3YcqxXKXxOn3wMA', 'title': 'STRATEGI DIGITAL MARKETING 2021 (LEBIH EXTREME DARI SEBELUMNYA)', 'description': 'Tips bisnis kali ini membahas tentang Strategi Digital Marketing 2021. Apa yang perlu diperhatikan di tahun 2021 agar bisnis kita ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/Ond2HGdrFc4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Ond2HGdrFc4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Ond2HGdrFc4/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Dewa Eka Prayoga', 'liveBroadcastContent': 'none', 'publishTime': '2021-01-01T13:00:07Z'}}"
4GOFwI9GZgI,Pengertian Digital Marketing dan Jenis-jenisnys,"{'kind': 'youtube#searchResult', 'etag': '4jEhDRdFRlMOfAAaLV-lBtIWjBA', 'id': {'kind': 'youtube#video', 'videoId': '4GOFwI9GZgI'}, 'snippet': {'publishedAt': '2018-09-28T07:48:37Z', 'channelId': 'UCAmwqIztph8yq28MgCq3IGA', 'title': 'Pengertian Digital Marketing dan Jenis-jenisnys', 'description': 'Jika Ingin berkolaborasi dengan chanel Talking with Desi, atau Anda membutuhkan Solusi Marketing untuk Branding dan ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/4GOFwI9GZgI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/4GOFwI9GZgI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/4GOFwI9GZgI/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Talking with Desi', 'liveBroadcastContent': 'none', 'publishTime': '2018-09-28T07:48:37Z'}}"
2wKJwOircyU,Belajar Digital Marketing untuk Pemula + BONUS Ebook Gratis,"{'kind': 'youtube#searchResult', 'etag': 'xx42ziahUPUhrn9x5FrjfNx3bKY', 'id': {'kind': 'youtube#video', 'videoId': '2wKJwOircyU'}, 'snippet': {'publishedAt': '2020-02-24T09:26:21Z', 'channelId': 'UCEj5t40X7DDIptSCsm4cryw', 'title': 'Belajar Digital Marketing untuk Pemula + BONUS Ebook Gratis', 'description': 'Digital marketing itu bukan cuma soal promosi di media sosial. Ada banyak strategi digital marketing yang bisa kamu pakai untuk ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/2wKJwOircyU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/2wKJwOircyU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/2wKJwOircyU/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Niagahoster Indonesia', 'liveBroadcastContent': 'none', 'publishTime': '2020-02-24T09:26:21Z'}}"
bixR-KIJKYM,Digital Marketing In 5 Minutes | What Is Digital Marketing? | Learn Digital Marketing | Simplilearn,"{'kind': 'youtube#searchResult', 'etag': 'ahK_AJIfMdZ6w8f3Q_3JBX14in0', 'id': {'kind': 'youtube#video', 'videoId': 'bixR-KIJKYM'}, 'snippet': {'publishedAt': '2020-09-23T15:30:02Z', 'channelId': 'UCsvqVGtbbyHaMoevxPAq9Fg', 'title': 'Digital Marketing In 5 Minutes | What Is Digital Marketing? | Learn Digital Marketing | Simplilearn', 'description': 'Free Digital Marketing course: ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/bixR-KIJKYM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/bixR-KIJKYM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/bixR-KIJKYM/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Simplilearn', 'liveBroadcastContent': 'none', 'publishTime': '2020-09-23T15:30:02Z'}}"
2UW1AY2M3vc,9 Tools Andalan dan Terbaik Untuk Digital Marketing,"{'kind': 'youtube#searchResult', 'etag': 'R85-nqqv5_Qm0SnTRo3uIrWbrqk', 'id': {'kind': 'youtube#video', 'videoId': '2UW1AY2M3vc'}, 'snippet': {'publishedAt': '2021-08-02T15:16:15Z', 'channelId': 'UCv3qYAW5SngKAYQnnGdCbCw', 'title': '9 Tools Andalan dan Terbaik Untuk Digital Marketing', 'description': 'Apa saja 9 tools digital marketing yang wajib kita andalkan? Di video ini saya membahas 9 tool digital marketing yang keren dan ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/2UW1AY2M3vc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/2UW1AY2M3vc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/2UW1AY2M3vc/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Jefferly Helian', 'liveBroadcastContent': 'none', 'publishTime': '2021-08-02T15:16:15Z'}}"
c5tIBR32_LY,Belajar Fundamental Digital Marketing - Bikin Customer Journey yang Fun,"{'kind': 'youtube#searchResult', 'etag': 'vVUQ7OqNYIc86vtkhzFhb-HREdI', 'id': {'kind': 'youtube#video', 'videoId': 'c5tIBR32_LY'}, 'snippet': {'publishedAt': '2021-05-07T09:56:01Z', 'channelId': 'UCi3SFlzMRkyqaNpQyVhvXZA', 'title': 'Belajar Fundamental Digital Marketing - Bikin Customer Journey yang Fun', 'description': 'Di video kali ini saya membagikan kerangka dasar belajar digital marketing untuk pemula dalam menjalankan bisnis onlinenya.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/c5tIBR32_LY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/c5tIBR32_LY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/c5tIBR32_LY/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'DennySantoso', 'liveBroadcastContent': 'none', 'publishTime': '2021-05-07T09:56:01Z'}}"
9vpqElXcGSc,Apa sih pengertian digital marketing?,"{'kind': 'youtube#searchResult', 'etag': '5X3EsXfsSAMJH6dDm0eNeAVeIT8', 'id': {'kind': 'youtube#video', 'videoId': '9vpqElXcGSc'}, 'snippet': {'publishedAt': '2020-07-23T04:00:14Z', 'channelId': 'UCJzKifAZRKQowhM-LdmMazA', 'title': 'Apa sih pengertian digital marketing?', 'description': 'Melalui video ini, kita akan mengerti bagaimana digital marketing bekerja. Dalam pemasaran digital, tidak hanya menggunakan ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/9vpqElXcGSc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/9vpqElXcGSc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/9vpqElXcGSc/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Impro-VisualStoryteller', 'liveBroadcastContent': 'none', 'publishTime': '2020-07-23T04:00:14Z'}}"
gH9zcq7Aeqc,Ungkap Suka Duka Kerja di Bidang Digital Marketing | GAJI &amp; TANTANGAN,"{'kind': 'youtube#searchResult', 'etag': '9FGL6eXs3aNMcjms7QFKb6pmoDA', 'id': {'kind': 'youtube#video', 'videoId': 'gH9zcq7Aeqc'}, 'snippet': {'publishedAt': '2022-01-19T12:00:22Z', 'channelId': 'UCzDNsDnN55mXW65zSGAnHeQ', 'title': 'Ungkap Suka Duka Kerja di Bidang Digital Marketing | GAJI &amp; TANTANGAN', 'description': 'Di setiap bidang pekerjaan pasti memiliki kisah menariknya masing-masing, salah satunya digital marketing. Di episode kali ini ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/gH9zcq7Aeqc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/gH9zcq7Aeqc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/gH9zcq7Aeqc/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Purwadhika Digital Technology School', 'liveBroadcastContent': 'none', 'publishTime': '2022-01-19T12:00:22Z'}}"
6yBM2ZG-pWk,6 Jenis Pekerjaan Digital Marketing Bagi Pemula Bisnis Online,"{'kind': 'youtube#searchResult', 'etag': 'lp8wDIDYl5wBWEgSTx7QGb_JpBI', 'id': {'kind': 'youtube#video', 'videoId': '6yBM2ZG-pWk'}, 'snippet': {'publishedAt': '2020-04-20T13:00:04Z', 'channelId': 'UCLUnl9eTPyPl8ZQxhUGGhlQ', 'title': '6 Jenis Pekerjaan Digital Marketing Bagi Pemula Bisnis Online', 'description': '6 Jenis Pekerjaan Digital Marketing Bagi Pemula Bisnis Online Hai Pemirsa Teknobie!! Di kesempatan kali ini pak Michael akan ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/6yBM2ZG-pWk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/6yBM2ZG-pWk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/6yBM2ZG-pWk/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Teknobie', 'liveBroadcastContent': 'none', 'publishTime': '2020-04-20T13:00:04Z'}}"
5ExBUUR8OWI,20 Tools Digital Marketing Wajib untuk Bisnis Anda,"{'kind': 'youtube#searchResult', 'etag': 'pCrzPoyp2guPS81Ib1FyaPfrhW8', 'id': {'kind': 'youtube#video', 'videoId': '5ExBUUR8OWI'}, 'snippet': {'publishedAt': '2021-05-27T08:13:47Z', 'channelId': 'UCm3etYF7aATJek4_2086wgw', 'title': '20 Tools Digital Marketing Wajib untuk Bisnis Anda', 'description': 'Satelitweb akan membagikan informasi tentang digital marketing yang sangat dibutuhkan untuk kegiatan pemasaran bisnis di era ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/5ExBUUR8OWI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5ExBUUR8OWI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5ExBUUR8OWI/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'satelitweb', 'liveBroadcastContent': 'none', 'publishTime': '2021-05-27T08:13:47Z'}}"
cIzly7Bc7G4,Bahas Tuntas Skill Wajib Digital Marketing | #Webinar Kinibisa,"{'kind': 'youtube#searchResult', 'etag': 'GY7WdDownGMqJRH-8UARO17qTms', 'id': {'kind': 'youtube#video', 'videoId': 'cIzly7Bc7G4'}, 'snippet': {'publishedAt': '2020-05-31T04:00:11Z', 'channelId': 'UCgRx_UL3vB_BjKJjGvthzgw', 'title': 'Bahas Tuntas Skill Wajib Digital Marketing | #Webinar Kinibisa', 'description': 'Webinar Kinibisa seri ketiga bertema ""Must Have Skills in The Digital Era: Digital Marketing"" bersama Diandra Karina, ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/cIzly7Bc7G4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/cIzly7Bc7G4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/cIzly7Bc7G4/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Kinibisa', 'liveBroadcastContent': 'none', 'publishTime': '2020-05-31T04:00:11Z'}}"
E9SdxCP1Evc,Kelas #DigitalBisa: Digital Marketing 101 - Asri Amanta (Digital Marketing Specialist Smarteye.id),"{'kind': 'youtube#searchResult', 'etag': 'U67_uXViy4eDk2zGj60EZ1dsqlQ', 'id': {'kind': 'youtube#video', 'videoId': 'E9SdxCP1Evc'}, 'snippet': {'publishedAt': '2021-09-08T02:00:02Z', 'channelId': 'UCB5Gn8s7dun2cchRGWLNKHw', 'title': 'Kelas #DigitalBisa: Digital Marketing 101 - Asri Amanta (Digital Marketing Specialist Smarteye.id)', 'description': 'Sobat, #DigitalBisa mempermudah setiap sendi kehidupan kita, termasuk dalam mengembangkan bisnis dan usaha. Kemudahan ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/E9SdxCP1Evc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/E9SdxCP1Evc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/E9SdxCP1Evc/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Telkom Indonesia Official', 'liveBroadcastContent': 'none', 'publishTime': '2021-09-08T02:00:02Z'}}"
eNfV-DM_ZBs,Dasar-Dasar Digital Marketing untuk Pebisnis- Coach Hendra Hilman,"{'kind': 'youtube#searchResult', 'etag': '4sZnDQY98gkuWF2ZBCERlBtIiUY', 'id': {'kind': 'youtube#video', 'videoId': 'eNfV-DM_ZBs'}, 'snippet': {'publishedAt': '2018-09-26T05:59:31Z', 'channelId': 'UCB8Ax2lYzT-QI9Bz1LFtppQ', 'title': 'Dasar-Dasar Digital Marketing untuk Pebisnis- Coach Hendra Hilman', 'description': 'Pebisnis di era digital saat ini memerlukan strategi untuk lebih mengembangkan bisnisnya. Strategi2 semakin banyak, namun, ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/eNfV-DM_ZBs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/eNfV-DM_ZBs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/eNfV-DM_ZBs/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'HENDRA HILMAN', 'liveBroadcastContent': 'none', 'publishTime': '2018-09-26T05:59:31Z'}}"
PAPQWEBTMGA,Cara Membangun Bisnis Online untuk Pemula dengan Digital Marketing,"{'kind': 'youtube#searchResult', 'etag': 'EWln4qwx9cHdO5RaLAIGnu4y4C0', 'id': {'kind': 'youtube#video', 'videoId': 'PAPQWEBTMGA'}, 'snippet': {'publishedAt': '2020-07-17T10:03:57Z', 'channelId': 'UCi3SFlzMRkyqaNpQyVhvXZA', 'title': 'Cara Membangun Bisnis Online untuk Pemula dengan Digital Marketing', 'description': 'Di video ini saya membahas cara membangun bisnis online untuk pemula dengan menggunakan digital marketing.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/PAPQWEBTMGA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/PAPQWEBTMGA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/PAPQWEBTMGA/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'DennySantoso', 'liveBroadcastContent': 'none', 'publishTime': '2020-07-17T10:03:57Z'}}"
_TVVT5HlFeA,BOOTCAMP DIGITAL MARKETING WORTH IT GAK? 14 JUTA VS 400 RIBU,"{'kind': 'youtube#searchResult', 'etag': '5a2I93pNZEUyLpTPQxWMH-4q1Vg', 'id': {'kind': 'youtube#video', 'videoId': '_TVVT5HlFeA'}, 'snippet': {'publishedAt': '2021-12-30T01:14:27Z', 'channelId': 'UCBy3xyDva2tJf-36ncIDA5A', 'title': 'BOOTCAMP DIGITAL MARKETING WORTH IT GAK? 14 JUTA VS 400 RIBU', 'description': 'Tiap minggu #sidehustler (tim aku di kantor) bakalan ngobrol2 bareng dan ceritain 1 topik seputar kehidupan dan digital ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/_TVVT5HlFeA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/_TVVT5HlFeA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/_TVVT5HlFeA/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Frastika Geovani', 'liveBroadcastContent': 'none', 'publishTime': '2021-12-30T01:14:27Z'}}"
