videoId,title,metaData
bixR-KIJKYM,Digital Marketing In 5 Minutes | What Is Digital Marketing? | Learn Digital Marketing | Simplilearn,"{'kind': 'youtube#searchResult', 'etag': 'acNzzfe0qSojZmu1uzoSU_zEtnM', 'id': {'kind': 'youtube#video', 'videoId': 'bixR-KIJKYM'}, 'snippet': {'publishedAt': '2020-09-23T15:30:02Z', 'channelId': 'UCsvqVGtbbyHaMoevxPAq9Fg', 'title': 'Digital Marketing In 5 Minutes | What Is Digital Marketing? | Learn Digital Marketing | Simplilearn', 'description': 'Free Digital Marketing course: ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/bixR-KIJKYM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/bixR-KIJKYM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/bixR-KIJKYM/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Simplilearn', 'liveBroadcastContent': 'none', 'publishTime': '2020-09-23T15:30:02Z'}}"
A6aN1dYo5QA,"Apa itu Digital Marketing? Bedanya dengan online marketing, 3 jenis, dan spesialisasi pekerjaannya","{'kind': 'youtube#searchResult', 'etag': 'zLR6unx_puYXI7vbEKHhztS0ONU', 'id': {'kind': 'youtube#video', 'videoId': 'A6aN1dYo5QA'}, 'snippet': {'publishedAt': '2020-10-12T08:30:00Z', 'channelId': 'UC3StFFBdWVHQEAOLPAHiQOg', 'title': 'Apa itu Digital Marketing? Bedanya dengan online marketing, 3 jenis, dan spesialisasi pekerjaannya', 'description': 'Perkenalan Digital Marketing Dalam video Career Insight berikut ini membahas lebih dalam mengenai digital marketing.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/A6aN1dYo5QA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/A6aN1dYo5QA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/A6aN1dYo5QA/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'EKRUT', 'liveBroadcastContent': 'none', 'publishTime': '2020-10-12T08:30:00Z'}}"
4GOFwI9GZgI,Pengertian Digital Marketing dan Jenis-jenisnys,"{'kind': 'youtube#searchResult', 'etag': '6OK2Ko3KEX5KobnK102GJ3s9yiQ', 'id': {'kind': 'youtube#video', 'videoId': '4GOFwI9GZgI'}, 'snippet': {'publishedAt': '2018-09-28T07:48:37Z', 'channelId': 'UCAmwqIztph8yq28MgCq3IGA', 'title': 'Pengertian Digital Marketing dan Jenis-jenisnys', 'description': 'Jika Ingin berkolaborasi dengan chanel Talking with Desi, atau Anda membutuhkan Solusi Marketing untuk Branding dan ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/4GOFwI9GZgI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/4GOFwI9GZgI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/4GOFwI9GZgI/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Talking with Desi', 'liveBroadcastContent': 'none', 'publishTime': '2018-09-28T07:48:37Z'}}"
c5tIBR32_LY,Belajar Fundamental Digital Marketing - Bikin Customer Journey yang Fun,"{'kind': 'youtube#searchResult', 'etag': 'vVUQ7OqNYIc86vtkhzFhb-HREdI', 'id': {'kind': 'youtube#video', 'videoId': 'c5tIBR32_LY'}, 'snippet': {'publishedAt': '2021-05-07T09:56:01Z', 'channelId': 'UCi3SFlzMRkyqaNpQyVhvXZA', 'title': 'Belajar Fundamental Digital Marketing - Bikin Customer Journey yang Fun', 'description': 'Di video kali ini saya membagikan kerangka dasar belajar digital marketing untuk pemula dalam menjalankan bisnis onlinenya.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/c5tIBR32_LY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/c5tIBR32_LY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/c5tIBR32_LY/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'DennySantoso', 'liveBroadcastContent': 'none', 'publishTime': '2021-05-07T09:56:01Z'}}"
1w8OYX0iVzM,DIGITAL MARKETING,"{'kind': 'youtube#searchResult', 'etag': 'ZYTBLYIYcrmQtXZDAJSNUJ1jO1k', 'id': {'kind': 'youtube#video', 'videoId': '1w8OYX0iVzM'}, 'snippet': {'publishedAt': '2020-09-02T14:32:48Z', 'channelId': 'UCx-9wWeG3YcqxXKXxOn3wMA', 'title': 'DIGITAL MARKETING', 'description': 'Live kali ini saya mau ngebahas tentang Digital Marketing secara global. Setidaknya, ini bisa memberikan gambaran buat Anda ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/1w8OYX0iVzM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1w8OYX0iVzM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1w8OYX0iVzM/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Dewa Eka Prayoga', 'liveBroadcastContent': 'none', 'publishTime': '2020-09-02T14:32:48Z'}}"
9vpqElXcGSc,Apa sih pengertian digital marketing?,"{'kind': 'youtube#searchResult', 'etag': 'S05tx8_hBpjU2Jg8UyuZyAr7kpE', 'id': {'kind': 'youtube#video', 'videoId': '9vpqElXcGSc'}, 'snippet': {'publishedAt': '2020-07-23T04:00:14Z', 'channelId': 'UCJzKifAZRKQowhM-LdmMazA', 'title': 'Apa sih pengertian digital marketing?', 'description': 'Melalui video ini, kita akan mengerti bagaimana digital marketing bekerja. Dalam pemasaran digital, tidak hanya menggunakan ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/9vpqElXcGSc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/9vpqElXcGSc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/9vpqElXcGSc/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Impro-VisualStoryteller', 'liveBroadcastContent': 'none', 'publishTime': '2020-07-23T04:00:14Z'}}"
XSF02iR-lIY,Cara Membangun Bisnis Online - Rahasia Jago Digital Marketing dengan 7 Skill ini!,"{'kind': 'youtube#searchResult', 'etag': 'n6Mfn5UJM6JIH7J3c-ZiRkL8x1Y', 'id': {'kind': 'youtube#video', 'videoId': 'XSF02iR-lIY'}, 'snippet': {'publishedAt': '2021-09-03T11:47:49Z', 'channelId': 'UCi3SFlzMRkyqaNpQyVhvXZA', 'title': 'Cara Membangun Bisnis Online - Rahasia Jago Digital Marketing dengan 7 Skill ini!', 'description': 'Di video kali ini saya membahas cara membangun bisnis online untuk pemula dengan digital marketing. Maka dari itu, video ini ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/XSF02iR-lIY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/XSF02iR-lIY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/XSF02iR-lIY/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'DennySantoso', 'liveBroadcastContent': 'none', 'publishTime': '2021-09-03T11:47:49Z'}}"
vz1Llv6QZT8,RevoU Virtual Open House: Digital Marketing Program,"{'kind': 'youtube#searchResult', 'etag': 'QEDbOVV9bgtrQIHGDuZWYH1SeE0', 'id': {'kind': 'youtube#video', 'videoId': 'vz1Llv6QZT8'}, 'snippet': {'publishedAt': '2021-09-09T13:51:05Z', 'channelId': 'UCJOIqOSZ7_2C_vgBBQiB6Uw', 'title': 'RevoU Virtual Open House: Digital Marketing Program', 'description': 'Kami sedang membuka pendaftaran RevoU Digital Marketing Program (kelas dimulai Jan 2022). Ayo daftar sekarang karena ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/vz1Llv6QZT8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vz1Llv6QZT8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vz1Llv6QZT8/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'RevoU', 'liveBroadcastContent': 'none', 'publishTime': '2021-09-09T13:51:05Z'}}"
5ExBUUR8OWI,20 Tools Digital Marketing Wajib untuk Bisnis Anda,"{'kind': 'youtube#searchResult', 'etag': 'pCrzPoyp2guPS81Ib1FyaPfrhW8', 'id': {'kind': 'youtube#video', 'videoId': '5ExBUUR8OWI'}, 'snippet': {'publishedAt': '2021-05-27T08:13:47Z', 'channelId': 'UCm3etYF7aATJek4_2086wgw', 'title': '20 Tools Digital Marketing Wajib untuk Bisnis Anda', 'description': 'Satelitweb akan membagikan informasi tentang digital marketing yang sangat dibutuhkan untuk kegiatan pemasaran bisnis di era ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/5ExBUUR8OWI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5ExBUUR8OWI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5ExBUUR8OWI/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'satelitweb', 'liveBroadcastContent': 'none', 'publishTime': '2021-05-27T08:13:47Z'}}"
2UW1AY2M3vc,9 Tools Andalan dan Terbaik Untuk Digital Marketing,"{'kind': 'youtube#searchResult', 'etag': 'R85-nqqv5_Qm0SnTRo3uIrWbrqk', 'id': {'kind': 'youtube#video', 'videoId': '2UW1AY2M3vc'}, 'snippet': {'publishedAt': '2021-08-02T15:16:15Z', 'channelId': 'UCv3qYAW5SngKAYQnnGdCbCw', 'title': '9 Tools Andalan dan Terbaik Untuk Digital Marketing', 'description': 'Apa saja 9 tools digital marketing yang wajib kita andalkan? Di video ini saya membahas 9 tool digital marketing yang keren dan ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/2UW1AY2M3vc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/2UW1AY2M3vc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/2UW1AY2M3vc/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Jefferly Helian', 'liveBroadcastContent': 'none', 'publishTime': '2021-08-02T15:16:15Z'}}"
6yBM2ZG-pWk,6 Jenis Pekerjaan Digital Marketing Bagi Pemula Bisnis Online,"{'kind': 'youtube#searchResult', 'etag': '4MVgtlRVmEOc_vOw7EQBmKynX7A', 'id': {'kind': 'youtube#video', 'videoId': '6yBM2ZG-pWk'}, 'snippet': {'publishedAt': '2020-04-20T13:00:04Z', 'channelId': 'UCLUnl9eTPyPl8ZQxhUGGhlQ', 'title': '6 Jenis Pekerjaan Digital Marketing Bagi Pemula Bisnis Online', 'description': '6 Jenis Pekerjaan Digital Marketing Bagi Pemula Bisnis Online Hai Pemirsa Teknobie!! Di kesempatan kali ini pak Michael akan ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/6yBM2ZG-pWk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/6yBM2ZG-pWk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/6yBM2ZG-pWk/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Teknobie', 'liveBroadcastContent': 'none', 'publishTime': '2020-04-20T13:00:04Z'}}"
gH9zcq7Aeqc,Ungkap Suka Duka Kerja di Bidang Digital Marketing | GAJI &amp; TANTANGAN,"{'kind': 'youtube#searchResult', 'etag': '9FGL6eXs3aNMcjms7QFKb6pmoDA', 'id': {'kind': 'youtube#video', 'videoId': 'gH9zcq7Aeqc'}, 'snippet': {'publishedAt': '2022-01-19T12:00:22Z', 'channelId': 'UCzDNsDnN55mXW65zSGAnHeQ', 'title': 'Ungkap Suka Duka Kerja di Bidang Digital Marketing | GAJI &amp; TANTANGAN', 'description': 'Di setiap bidang pekerjaan pasti memiliki kisah menariknya masing-masing, salah satunya digital marketing. Di episode kali ini ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/gH9zcq7Aeqc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/gH9zcq7Aeqc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/gH9zcq7Aeqc/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Purwadhika Digital Technology School', 'liveBroadcastContent': 'none', 'publishTime': '2022-01-19T12:00:22Z'}}"
wZZnxXyES80,Digital Marketing for Beginners: 7 Strategies That Work,"{'kind': 'youtube#searchResult', 'etag': 'B1C4K9RyezG7vS5AX1IxK-cNycw', 'id': {'kind': 'youtube#video', 'videoId': 'wZZnxXyES80'}, 'snippet': {'publishedAt': '2019-05-22T14:30:06Z', 'channelId': 'UCWquNQV8Y0_defMKnGKrFOQ', 'title': 'Digital Marketing for Beginners: 7 Strategies That Work', 'description': 'New to the world of digital marketing? Learn 7 digital marketing strategies that actually work to get you more traffic.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/wZZnxXyES80/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/wZZnxXyES80/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/wZZnxXyES80/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Ahrefs', 'liveBroadcastContent': 'none', 'publishTime': '2019-05-22T14:30:06Z'}}"
eNfV-DM_ZBs,Dasar-Dasar Digital Marketing untuk Pebisnis- Coach Hendra Hilman,"{'kind': 'youtube#searchResult', 'etag': '18v-U9RWwPn3zmxERRhS1StGmLo', 'id': {'kind': 'youtube#video', 'videoId': 'eNfV-DM_ZBs'}, 'snippet': {'publishedAt': '2018-09-26T05:59:31Z', 'channelId': 'UCB8Ax2lYzT-QI9Bz1LFtppQ', 'title': 'Dasar-Dasar Digital Marketing untuk Pebisnis- Coach Hendra Hilman', 'description': 'Pebisnis di era digital saat ini memerlukan strategi untuk lebih mengembangkan bisnisnya. Strategi2 semakin banyak, namun, ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/eNfV-DM_ZBs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/eNfV-DM_ZBs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/eNfV-DM_ZBs/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'HENDRA HILMAN', 'liveBroadcastContent': 'none', 'publishTime': '2018-09-26T05:59:31Z'}}"
nU-IIXBWlS4,Digital Marketing Course Part - 1 🔥| Digital Marketing Tutorial For Beginners | Simplilearn,"{'kind': 'youtube#searchResult', 'etag': 'gk2U1gglZ4vKi_Po7IM-IPvQjpI', 'id': {'kind': 'youtube#video', 'videoId': 'nU-IIXBWlS4'}, 'snippet': {'publishedAt': '2020-03-16T05:30:01Z', 'channelId': 'UCsvqVGtbbyHaMoevxPAq9Fg', 'title': 'Digital Marketing Course Part - 1 🔥| Digital Marketing Tutorial For Beginners | Simplilearn', 'description': 'Free Digital Marketing course With Completion Certificate: ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/nU-IIXBWlS4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/nU-IIXBWlS4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/nU-IIXBWlS4/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Simplilearn', 'liveBroadcastContent': 'none', 'publishTime': '2020-03-16T05:30:01Z'}}"
