videoId,title,genres,metaData
87kxP91nEy4,Tahan 2 Bulan ! Kreasi Baru Cari Duit.. Ide Bisnis Jualan Frozen Food Buat Buka Usaha Rumahan,['ide bisnis frozen food'],"{'kind': 'youtube#searchResult', 'etag': '2jORX9BVRPe7CMiv9oruqsQ3mZc', 'id': {'kind': 'youtube#video', 'videoId': '87kxP91nEy4'}, 'snippet': {'publishedAt': '2020-12-16T11:41:31Z', 'channelId': 'UCd1g7tWmj5riG2qS5H5NQeg', 'title': 'Tahan 2 Bulan ! Kreasi Baru Cari Duit.. Ide Bisnis Jualan Frozen Food Buat Buka Usaha Rumahan', 'description': ""Assalamu'allaikum Wr. Wb. Hallo selamat datang di channel AYUKK KULINER. Disini saya akan membagikan resep-resep yang ..."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/87kxP91nEy4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/87kxP91nEy4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/87kxP91nEy4/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'ayukk kuliner', 'liveBroadcastContent': 'none', 'publishTime': '2020-12-16T11:41:31Z'}}"
vKv7Meql1cU,IDE USAHA Ikan Siap Goreng Vacuum Frozen,['ide bisnis frozen food'],"{'kind': 'youtube#searchResult', 'etag': 'kxqvoSbKtVJqLX37rSDqzd-tgmI', 'id': {'kind': 'youtube#video', 'videoId': 'vKv7Meql1cU'}, 'snippet': {'publishedAt': '2020-11-19T13:10:34Z', 'channelId': 'UCx0ZfwVXuBUr3cGf9DUro2Q', 'title': 'IDE USAHA Ikan Siap Goreng Vacuum Frozen', 'description': 'Assalamualaikum, Ikan goreng itu tampak sederhana jika terlihat di piring, Tapi para ibu, tau banget perjuangannya, untuk ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/vKv7Meql1cU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vKv7Meql1cU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vKv7Meql1cU/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Diana Rahma', 'liveBroadcastContent': 'none', 'publishTime': '2020-11-19T13:10:34Z'}}"
igToZbRIz5w,MINYAK MAHAL GAK NGARUH KE OMSETKU!! JUALAN FROZEN FOOD INI UNTUNGNYA GEDE BANGET | IDE BISNIS LARIS,['ide bisnis frozen food'],"{'kind': 'youtube#searchResult', 'etag': 'eRvtk7BoR6z7B1-iqx1OQcjW9cY', 'id': {'kind': 'youtube#video', 'videoId': 'igToZbRIz5w'}, 'snippet': {'publishedAt': '2021-12-31T11:37:57Z', 'channelId': 'UCd1g7tWmj5riG2qS5H5NQeg', 'title': 'MINYAK MAHAL GAK NGARUH KE OMSETKU!! JUALAN FROZEN FOOD INI UNTUNGNYA GEDE BANGET | IDE BISNIS LARIS', 'description': ""Assalamu'allaikum Wr. Wb. Hallo selamat datang di channel AYUKK KULINER. Disini saya @ayukk Kuliner akan membagikan ..."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/igToZbRIz5w/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/igToZbRIz5w/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/igToZbRIz5w/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'ayukk kuliner', 'liveBroadcastContent': 'none', 'publishTime': '2021-12-31T11:37:57Z'}}"
xOJiNBjx8zg,Ide bisnis frozen food ekonomis  modal 20K jual 70K bisnis,['ide bisnis frozen food'],"{'kind': 'youtube#searchResult', 'etag': 'vp8KG6C_JeL_zWJgIV-G4vbjEJI', 'id': {'kind': 'youtube#video', 'videoId': 'xOJiNBjx8zg'}, 'snippet': {'publishedAt': '2022-01-30T10:30:19Z', 'channelId': 'UCMfz8ASK2zQQNbIRHwqfLww', 'title': 'Ide bisnis frozen food ekonomis  modal 20K jual 70K bisnis', 'description': 'Bisnis yang lagi hits dimasa pandemi frozen food nuget ekonomis dari 1/4 daging ayam jadi 7 pack isi 10 pcs dengan modal ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/xOJiNBjx8zg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/xOJiNBjx8zg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/xOJiNBjx8zg/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'sobat dapur', 'liveBroadcastContent': 'none', 'publishTime': '2022-01-30T10:30:19Z'}}"
Hc4pA3ThzeI,7 KREASI UNIK KULIT LUMPIA || IDE BISNIS FROZEN FOOD AWET TAHAN LAMA,['ide bisnis frozen food'],"{'kind': 'youtube#searchResult', 'etag': 'tk1ELSQV_sQkvD3FgwvBvnsAzoQ', 'id': {'kind': 'youtube#video', 'videoId': 'Hc4pA3ThzeI'}, 'snippet': {'publishedAt': '2021-12-02T04:00:06Z', 'channelId': 'UCVYzCXthhHtwJDlsqSfoHLQ', 'title': '7 KREASI UNIK KULIT LUMPIA || IDE BISNIS FROZEN FOOD AWET TAHAN LAMA', 'description': '7 OLAHAN KULIT LUMPIA Resep 1 Resep 2 Resep 3 Resep 4 Resep 5 Resep 6 Resep 7 Pilih Kualitas Paling Tinggi Pada 3 ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/Hc4pA3ThzeI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Hc4pA3ThzeI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Hc4pA3ThzeI/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Dapur Riara', 'liveBroadcastContent': 'none', 'publishTime': '2021-12-02T04:00:06Z'}}"
gZCfIZ4RKWU,PISCOK | PISANG COKLAT LUMER FROZEN | IDE BISNIS FROZEN FOOD,['ide bisnis frozen food'],"{'kind': 'youtube#searchResult', 'etag': 'q_1tyiTfTqovPJ4OzecGgOl5_qM', 'id': {'kind': 'youtube#video', 'videoId': 'gZCfIZ4RKWU'}, 'snippet': {'publishedAt': '2020-06-13T10:52:21Z', 'channelId': 'UC2XQMHKQ3jlRXDozBPAZKcw', 'title': 'PISCOK | PISANG COKLAT LUMER FROZEN | IDE BISNIS FROZEN FOOD', 'description': 'Piscok ! semua pasti suka cemilan manis berbahan pisang dan coklat ini, kalau biasanya pisang coklat dijual matang kali ini kita ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/gZCfIZ4RKWU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/gZCfIZ4RKWU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/gZCfIZ4RKWU/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'IDE BISNIS', 'liveBroadcastContent': 'none', 'publishTime': '2020-06-13T10:52:21Z'}}"
BNWITf41mEo,Rahasia Jualan Steak Viral 10ribuan murah | Ide Usaha Jualan Frozen Food The Series ep 2,['ide bisnis frozen food'],"{'kind': 'youtube#searchResult', 'etag': 'umtQnxL8ilEw9oA97MLSK3txiGU', 'id': {'kind': 'youtube#video', 'videoId': 'BNWITf41mEo'}, 'snippet': {'publishedAt': '2020-06-21T02:41:10Z', 'channelId': 'UCy9pRyNQKhsv6LmrnsBXxJg', 'title': 'Rahasia Jualan Steak Viral 10ribuan murah | Ide Usaha Jualan Frozen Food The Series ep 2', 'description': 'Assalammualaikum apakabar teman teman semua, dah lama ya ga ketemu, mohon maaf lahir batin semua. Maaf kalau ummi ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/BNWITf41mEo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/BNWITf41mEo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/BNWITf41mEo/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Dapur Akabila', 'liveBroadcastContent': 'none', 'publishTime': '2020-06-21T02:41:10Z'}}"
lyf-jOj9igQ,MODAL +40RB OMSET +370% HANYA BUAT CILOK INSTAN / BAKSO ACI FROZEN - IDE BISNIS KEKINIAN,['ide bisnis frozen food'],"{'kind': 'youtube#searchResult', 'etag': 'FGiDWfISpAGi69ITqpMyHEgneuo', 'id': {'kind': 'youtube#video', 'videoId': 'lyf-jOj9igQ'}, 'snippet': {'publishedAt': '2021-05-22T04:00:12Z', 'channelId': 'UCx2dE3o7LcevEHbwA4Av6UA', 'title': 'MODAL +40RB OMSET +370% HANYA BUAT CILOK INSTAN / BAKSO ACI FROZEN - IDE BISNIS KEKINIAN', 'description': 'MODAL 40RB OMSET +370% HANYA BUAT CILOK INSTAN - IDE BISNIS KEKINIAN Bahan bahan BOCI bakso aci frozen / cilok ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/lyf-jOj9igQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lyf-jOj9igQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lyf-jOj9igQ/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Restart RF', 'liveBroadcastContent': 'none', 'publishTime': '2021-05-22T04:00:12Z'}}"
a1M5Pxevk0w,USAHA PEMPEK FROZEN | IDE BISNIS FROZEN FOOD,['ide bisnis frozen food'],"{'kind': 'youtube#searchResult', 'etag': '3faIPkSchH3bhWW7Fi1TV3Iu0Ms', 'id': {'kind': 'youtube#video', 'videoId': 'a1M5Pxevk0w'}, 'snippet': {'publishedAt': '2020-06-02T00:00:29Z', 'channelId': 'UC2XQMHKQ3jlRXDozBPAZKcw', 'title': 'USAHA PEMPEK FROZEN | IDE BISNIS FROZEN FOOD', 'description': 'Usaha frozen food sangat menjanjikan, mulai dari daging, sosis, dimsum bahkan makanan tradisional seperti pempek bisa ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/a1M5Pxevk0w/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/a1M5Pxevk0w/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/a1M5Pxevk0w/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'IDE BISNIS', 'liveBroadcastContent': 'none', 'publishTime': '2020-06-02T00:00:29Z'}}"
2wMpYHWzyms,PIZZA FROZEN | IDE BISNIS FROZEN FOOD,['ide bisnis frozen food'],"{'kind': 'youtube#searchResult', 'etag': 'Gr9l1Yo2qncLaMZMRO1gzluF1Jc', 'id': {'kind': 'youtube#video', 'videoId': '2wMpYHWzyms'}, 'snippet': {'publishedAt': '2020-08-23T00:38:45Z', 'channelId': 'UC2XQMHKQ3jlRXDozBPAZKcw', 'title': 'PIZZA FROZEN | IDE BISNIS FROZEN FOOD', 'description': 'Usaha pizza frozen bisa dikerjakan dirumah, bahan-bahan yang digunakan untuk memproduksi pizza frozen sangat sederhana ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/2wMpYHWzyms/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/2wMpYHWzyms/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/2wMpYHWzyms/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'IDE BISNIS', 'liveBroadcastContent': 'none', 'publishTime': '2020-08-23T00:38:45Z'}}"
fjW15D7qSC0,CARA BISNIS FROZEN FOOD RUMAHAN - IDE BISNIS MODAL KECIL 2021- TIPS DAGANG FROZEN FOOD,['ide bisnis frozen food'],"{'kind': 'youtube#searchResult', 'etag': 'Hb9HOVBpebbUac9jNP3NlmJXXRE', 'id': {'kind': 'youtube#video', 'videoId': 'fjW15D7qSC0'}, 'snippet': {'publishedAt': '2021-03-25T12:03:45Z', 'channelId': 'UCWTRybhSDncmoUIVP_HULJw', 'title': 'CARA BISNIS FROZEN FOOD RUMAHAN - IDE BISNIS MODAL KECIL 2021- TIPS DAGANG FROZEN FOOD', 'description': 'Berikut bagaimana cara menjadi agen/reseller frozen food ala Jepang, saya akan membahas kalian bisa cari supplier di mana, ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/fjW15D7qSC0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/fjW15D7qSC0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/fjW15D7qSC0/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'EXTRA CASH INDONESIA', 'liveBroadcastContent': 'none', 'publishTime': '2021-03-25T12:03:45Z'}}"
bFlYQMuo2pM,OLAH PISANG DAN SUSU JADI IDE BISNIS MENGUNTUNGKAN || FROZEN FOOD TERBARU,['ide bisnis frozen food'],"{'kind': 'youtube#searchResult', 'etag': 'AfwPwIGnr24uV2nMCCED37g4NXM', 'id': {'kind': 'youtube#video', 'videoId': 'bFlYQMuo2pM'}, 'snippet': {'publishedAt': '2021-11-19T03:45:01Z', 'channelId': 'UCVYzCXthhHtwJDlsqSfoHLQ', 'title': 'OLAH PISANG DAN SUSU JADI IDE BISNIS MENGUNTUNGKAN || FROZEN FOOD TERBARU', 'description': ""Assalamu'alaikum.. Hai semuanya, kali ini aku share resep cemilan simple yang bisa dijadikan ide bisnis frozen food. Aku pakai ..."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/bFlYQMuo2pM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/bFlYQMuo2pM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/bFlYQMuo2pM/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Dapur Riara', 'liveBroadcastContent': 'none', 'publishTime': '2021-11-19T03:45:01Z'}}"
IvAAvwX_MDw,RESEP CHICKEN KARAAGE - IDE BISNIS FROZEN FOOD,['ide bisnis frozen food'],"{'kind': 'youtube#searchResult', 'etag': 'PnjglBTuO93ifV7G34nog9gxcO4', 'id': {'kind': 'youtube#video', 'videoId': 'IvAAvwX_MDw'}, 'snippet': {'publishedAt': '2019-11-22T08:00:04Z', 'channelId': 'UCF1R3wRRAZGzxWMMIx7Eegg', 'title': 'RESEP CHICKEN KARAAGE - IDE BISNIS FROZEN FOOD', 'description': 'DETAIL RECIPE 500 GR AYAM FILLET ( KALAU BISA PAHA ) 1 JEMPOL JAHE 3 SIUNG BAWANG PUTIH 3 SDM KECAP ASIN ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/IvAAvwX_MDw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IvAAvwX_MDw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IvAAvwX_MDw/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Koko Kuliner', 'liveBroadcastContent': 'none', 'publishTime': '2019-11-22T08:00:04Z'}}"
