Video ID,Title,kuliner,homecare,healthcare,tutorial,ecommerce,marketing,review
107,PRODUK RECEH YANG MEMILIKI POTENSI CUAN BESAR | REKOMENDASI PRODUK | IMPORTIR.ORG (2021),0,0,1,0,0,0,1
108,TIPS SEBELUM IMPORT BARANG DARI CHINA - BARANG MURAH DI 1688 (2021),1,1,1,1,0,0,0
109,CARA IMPORT BARANG DARI CHINA KE INDONESIA UNTUK PEMULA DIJAMIN AUTO BISA IMPORT ! (2021),1,1,1,1,0,0,0
110,Bahan kain Gulungan untuk Masker import dari China (2021),0,0,1,0,0,0,1
111,"CARA IMPORT BARANG DARI CHINA - VIA ALIBABA DAN 1688 TERMURAH,BISA BERSAING DENGAN SELLER SENIOR (2021)",1,1,1,1,0,0,0
112,Review masker import cina vs lokal Ala bocah Noob (2021),0,0,1,0,0,0,1
113,Riview Natural SKINCARE mask || masker bikin wajah glowing | Novah Safitri (2021),0,0,1,0,0,0,1
114,Masker Rorec bahaya?! Nyoba 3 kali! Wajib tau hasil dan info terbaru! (2021),0,0,1,0,0,0,1
115,Masker 3M import dari cina (2021),0,0,1,0,0,0,1
116,SF PRODUCTs ( Super essence mask ) masker import dari China by Nana (2021),0,0,1,0,0,0,1
117,PRAKTEKNYA SULIT BANGET - Peluang Bisnis import cara menjadi importir barang dari cina untuk pemula (2021),0,0,1,1,0,0,0
118,Unboxing Kiriman Masker Langsung Dari China (2021),0,0,1,0,0,0,1
119,TERCIDUK POLISI PABRIK MASKER ORGANIK ILEGAL! 10 MERK INI HARUS KALIAN HINDARI!? (2021),0,0,1,1,0,0,1
120,Unboxing Pungo MASKER Dari China (2021),0,0,1,0,0,0,1
121,Review Masker Beckoning import (2021),0,0,1,0,0,0,1
122,MASKER KN95 IMPOR DARI CHINA (PO 20 HARIAN) | BAGUS GAK SI? (2021),0,0,1,0,0,0,1
123,IMPORT MASKER KONSULTAN EKSPOR IMPOR (2021),0,0,1,1,0,0,0
124,Masker china 3ply anti air dan tidak tembus api (2021),0,0,1,0,0,0,1
125,Produksi Masker Massal Dari China | Mesin Pembuat Masker Otomatis (2021),0,0,1,1,0,0,1
126,Unboxing masker corona virus virus dari china (2021),0,0,1,0,0,0,1
127,Peranggg Masker Import &amp; Masker Lokal (2021),0,0,1,0,0,0,1
128,Review masker kain import premium (2021),0,0,1,0,0,0,1
129,masker beneran full face nih Produk unik #SHORTS #tiktok #unik #gadgets #china (2021),0,0,1,0,0,0,1
130,Masker import....murah boskuuu?Ÿ˜Å?Ÿ˜Å?Ÿ˜€?Ÿ˜€?Ÿ˜€ (2021),0,0,1,0,0,0,1
131,Masker import high grade (2021),0,0,1,0,0,0,1
132,"MASKER TRIPLAY, HARGA MURAH, IMASKE, CINA &amp;TP SURGICAL MASK (2021)",0,0,1,0,0,0,1
133,Jasa Import Alat Kesehatan Masker | Forwarder Import (2021),0,0,1,1,0,0,0
134,"TIPS LARIS JUALAN DI GOFOOD, GRABFOOD, SHOPEEFOOD - CARA DAGANG MAKANAN ONLINE - BISNIS KULINER (2021)",1,0,0,1,1,1,0
135,Cara Memasarkan Produk Makanan - 10 Strategi Bisnis Kuliner! (2021),1,0,0,1,0,1,0
136,[Foodizz Class] Strategi Membuat Brand Kuliner Cepat Terkenal - Stefanie Kurniadi (2021),1,0,0,1,0,1,0
137,STRATEGI MARKETING UTK BISNIS CEMILAN (2021),1,0,0,1,0,1,0
138,CARA SUKSES 4 LANGKAH JUALAN ONLINE BANJIR ORDERAN DI MARKETPLACE (2021),0,0,0,1,1,1,0
139,CARA DAFTAR MERCHANT SHOPEE FOOD ONLINE LEWAT HP - PERSYARATAN JUALAN DI SHOPEEFOOD (2021),1,0,0,1,1,0,0
140,CARA JUALAN DI INSTAGRAM - Bisnis Bareng Keke #6 (2021),1,0,0,1,1,1,0
141,"MAU PRODUK KERIPIKMU MASUK RATUSAN SWALAYAN? MUDAH KOK, BEGINI CARANYA! (2021)",1,0,0,1,0,1,0
142,Strategi Digital Marketing Untuk Bikin Warung Ramai! (2021),1,0,0,1,1,1,0
143,APLIKASI HP UNTUK Foto Produk Katalog | PHOTOROOM-PICSART (2021),0,0,0,1,0,0,1
144,TIPS BISNIS KULINER PEMULA - CARA DAFTAR GOFOOD TANPA NPWP LEWAT HP (2021),1,0,0,1,1,1,0
145,CARA JUALAN DI SHOPEE TERLENGKAP 2021 | CARA MEMBUAT TOKO DI SHOPEE PAKAI HP PALING LENGKAP TERMUDAH (2021),0,0,0,1,1,0,0
146,Website Pemesanan Makanan Menggunakan Bootstrap 4 dan PHP #Part 1 - Free Source Code (2021),0,0,0,1,1,0,0
147,JUALAN DI SHOPEE UNTUK PEMULA | Tips Dapetin Orderan Pertama (2021),0,0,0,1,1,0,0
148,4 TIPS MEMULAI BISNIS ONLINE |MODAL 300K UNTUNG 20JT (2021),0,0,0,1,1,1,0
149,50 IDE JUALAN ONLINE E-COMMERCE TERLARIS DAN CARA MEMULAI TOKO PERTAMA (2021),0,0,0,1,1,0,0
150,Ini Caranya Mulai Bisnis Online di Amerika Dari Indonesia | Jual Online Dibayar Dollar | Amazon FBA (2021),0,0,0,1,1,1,0
151,Ide Jualan 2021 di Marketplace Yang Bikin Untung ! Gue bocorin cara mainnya.... (2021),0,0,0,1,0,1,0
152,TIPS FOTO PRODUK MENGGUNAKAN HP DENGAN PERALATAN SEADAANYA (2021),0,0,0,1,0,0,0
153,IDE BISNIS MODAL KECIL|SEBLAK INSTAN UNTUNG BESAR #dirumahaja (2021),1,0,0,1,0,0,0
154,cara buat iklan video Promosi Produk Cinematic pakai HP - BTS iklan B Roll (2021),0,0,0,1,0,0,0
155,Menentukan Model Bisnis | NESCAFÃ‰ KICKSTART (2021),0,0,0,1,0,0,0
156,CARA EDIT FOTO KATALOG OLSHOP AGAR LEBIH MENARIK #1..PAKAI PIXELLAB (2021),0,0,0,1,1,0,0
157,"BISNIS FRANCHISE VS BISNIS SENDIRI, MANA YANG LEBIH BAIK? (BISNIS 2022) (2021)",0,0,0,1,0,0,1
158,PRESENTASI BUSINESS PLAN || TUGAS KEWIRAUSAHAAN (2021),0,0,0,1,0,0,0
159,Cara Menarik Konsumen Lewat Warna (2021),0,0,0,1,0,1,0
160,Membuat Website Kuliner Dengan HTML dan CSS (2021),1,0,0,1,0,0,0
161,4 CARA MENENTUKAN HARGA JUAL UNTUK MENAIKKAN OMSET (2021),0,0,0,1,0,0,0
162,Tutorial CANVA VIDEO untuk promo produk olshop (2021),0,0,0,1,0,1,0
163,STRATEGI DIGITAL MARKETING 2021 (LEBIH EXTREME DARI SEBELUMNYA) (2021),0,0,0,1,0,1,0
164,SEBLAK ZAMAN BAHEULA !!! DI KEMAS DENGAN CARA KEKINIAN BIKIN BANJIR ORDERAN !!! OMSET BISA JUTAAN ! (2021),1,0,0,1,1,0,0
165,"MEMBANGUN BISNIS MAKANAN KEMASAN, APA STRATEGINYA? (2021)",1,0,0,1,1,1,0
166,4 CARA MEMBESARKAN BISNIS ANDA DENGAN CEPAT ! (2021),0,0,0,1,0,1,0
167,Membuat Toko Online Sederhana Dengan HTML Dan CSS (2021),0,0,0,1,0,0,0
168,5 Tahap Memulai Bisnis Kecil Dari Nol (2021),0,0,0,1,0,0,0
169,Kerangka Ideal Belajar Digital Marketing Untuk Pemula (2021),0,0,0,1,1,1,0
170,3 Ide Bisnis Pemula yang HARUS di coba tahun 2022 (2021),0,0,0,1,0,1,0
171,Ini Cara Saya Dapat 1 Milyar Pertama Jualan di Tiktok Dalam 1 Bulan (2021),0,0,0,1,1,0,0
172,"Selain dari Korea, Ide Bisnis Kuliner Luar Negeri yang Sedang Digandrungi Anak Muda (2021)",1,0,0,1,0,0,0
173,"PELUANG BISNIS SNACK DENGAN MODAL Rp.50.000,- (2021)",1,0,0,1,0,0,0
174,"7 Hal dalam Jual Beli Makanan, sebelum Memulai Usaha Makanan dari Nol menjadi Pengusaha Bakso (2021)",1,0,0,1,0,1,0
175,2 CARA MEMBUAT PESAN OTOMATIS DI WHATSAPP - TERBARU 2020?Ÿ”¥ (2021),0,0,0,1,0,0,0
176,APLIKASI REKAP PENJUALAN TOKO ATAU WARUNG MENGGUNAKAN EXCEL - PART 1 (REVIEW APLIKASI) (2021),1,0,0,1,0,0,1
177,Cara Menghitung Harga Jual di Shopee | Tips Menentukan Profit atau Laba Penjualan (2021),0,0,0,1,1,0,0
178,Cara packing barang Online shop rapi aman dan cepet menggunakan kardus bekas (2021),0,0,0,1,1,0,0
179,"OMZET MELEJIT 3 KALI LIPAT, BISNIS JAMU PILIHAN ENTREPRENEUR TAK LEKANG WAKTU (2021)",1,0,0,1,0,0,0
180,Menyusun Perencanaan Usaha Modifikasi Makanan Khas Daerah menggunakan BMC (Business Model Canvas) (2021),1,0,0,1,0,0,0
181,STARTING MY OWN BUSINESS #2 : LAPORAN KEUANGAN OLSHOP PEMULA | GIVEAWAY 1K SUBSCRIBER | INDONESIA (2021),0,0,0,1,1,0,0
182,Menguasai FIGMA untuk Pemula + Bikin UI Desain Food Delivery (2021),1,0,0,1,0,0,0
183,Cara Bangun Bisnis dari Nol - Mulai Dari Sini (2021),0,0,0,1,0,0,0
184,CARA MENCARI SUPPLIER TANGAN PERTAMA (2021),1,1,1,1,1,0,0
185,Cara Mencari Supplier Tangan Pertama,1,1,1,1,1,0,
186,Wajib Buat Dropshipâ€?ï¸è Cara Mencari Supplier Termurah &amp; Resi Otomatis (2021),1,1,1,1,1,0,0
187,CARA JITU MENCARI SUPPLIER MURAH UNTUK DIJUAL LAGI BAGI ONLINE SHOP PEMULA?Ÿ”¥ (2021),1,1,1,1,1,0,0
188,CARA MENCARI SUPPLIER UNTUK PRODUK EKSPOR | ENTREPRENEUR VLOG (2021),1,1,1,1,1,0,0
189,Cara Mencari Suplier Tangan Pertama Di Shopee 2021 - Bisnis Modal Kecil Untung Besar - Ide Usaha (2021),1,1,1,1,1,0,0
190,Cara mencari supplier pertama semua produk se-indonesia (Q&amp;A) (2021),1,1,1,1,1,0,0
191,CARA MENCARI SUPLIER UNTUK EKSPOR | LIVE STREAMING SERIES (2021),1,1,1,1,1,0,0
192,Cara Mencari Supplier Tangan Pertama Untuk Reseller Dropship (2021),1,1,1,1,1,0,0
193,CARA CARI SUPPLIER TERPERCAYA UNTUK DROPSHIP PEMULA DI SHOPEE - APAKAH SUPPLIER HARUS SATU KOTA ? (2021),1,1,1,1,1,0,0
194,CARA MENCARI SUPPLIER RESI OTOMATIS &amp; COD BUAT DROPSHIPPER (2021),1,1,1,1,1,0,0
195,Cara Mencari Supplier Tangan Pertama Di Shopee 2022 - Bisnis Modal Kecil Untung Besar - Ide Usaha (2021),1,1,1,1,1,0,0
196,Cara Mencari Supplier di Cina &amp; Mendapatkan Harga Termurah | Alibaba vs. Aliexpress | Free Template (2021),1,1,1,1,1,0,0
197,TERBARU 2021 - Cara Mudah Mencari Supplier di Tokopedia Yang Menerima Resi Otomatis (2021),1,1,1,1,1,0,0
198,CARA BELANJA KE DISTRIBUTOR/SUPPLIER PERTAMA SUPAYA DILAYANI (2021),1,1,1,1,1,0,0
199,CARA MENCARI SUPLIER TANGAN PERTAMA (2021),1,1,1,1,1,0,0
200,CARA MENCARI SUPPLIER PERTAMA SEMUA PRODUK (100% BERHASIL) (2021),1,1,1,1,1,0,0
201,Cara Mencari Suplier di Shopee untuk dijual lagi (2021),1,1,1,1,1,0,0
202,CARA CARI SUPLIER PRODUK UNTUK DIJUAL LAGI langsung CUAN (2021),1,1,1,1,1,0,0
203,CARA MUDAH MENCARI SUPPLIER TERBARU 2022 | Tips Mencari Supplier Di Shopee (2021),1,1,1,1,1,0,0
204,DROPSHIPPER - CARA MENCARI SUPLIER DENGAN RESI OTOMATIS | DROPSHIP MARKETPLACE | BONG AFFAND (2021),1,1,1,1,1,0,0
205,CARA MENCARI SUPPLIER TANGAN PERTAMA BAGI DROPSHIPPER PAKAI RESI OTOMATIS DI SHOPEE PALING LENGKAP!! (2021),1,1,1,1,1,0,0
206,CARA CARI SUPLIER DI SHOPEE UNTUK DROPSHIPER PEMULA | SUPLIER TANGAN PERTAMA DAN MURAH DI SHOPEE (2021),1,1,1,1,1,0,0
207,Cara Mencari Supplier Untuk Jualan di Shopee (2021),1,1,1,1,1,0,0
208,Cara Cari supplier murah untuk toko baru offline bukan untuk tokopedia shopee bukalapak atau Lazada (2021),1,1,1,1,1,0,0
209,Cara Mencari Supplier Terbaik Di 1688 (Reputasi Toko) (2021),1,1,1,1,1,0,0
210,CARA MENCARI SUPPLIER TANGAN PERTAMA DI SHOPEE MARKERPLACE 2020 Solusi Buat Dropship pemula (2021),1,1,1,1,1,0,0
211,"Cara alternatif mencari distributor selain di pasar, simak ya! (2021)",1,1,1,1,1,0,0
212,Seri#25 Bagaimana Cara Mencari Supplier (2021),1,1,1,1,1,0,0
213,#TanyaEkspor part 08 | BAGAIMANA CARA AGAR SUPPLIER PERCAYA UNTUK KERJA SAMA ? (2021),1,1,1,1,1,0,0
214,DROPSHIPPER/DROPSHIP MARKETPLACE - CARA MENCARI SUPLIER RESI OTOMATIS (2021),1,1,1,1,1,0,0
215,CARA MUDAH MENCARI SUPPLIER TANGAN PERTAMA SEMUA PRODUK (2021),1,1,1,1,1,0,0
216,CARA CARI SUPLIER YANG BENAR - TOKO ALAT LISTRIK PEMULA (2021),0,1,0,1,1,0,0
217,cara mencari supplier tangan pertama-di aplikasi mokkaya (2021),1,1,1,1,1,0,0
218,CARA MUDAH MENDAPATKAN SUPPLIER TANGAN PERTAMA (2021),1,1,1,1,1,0,0
219,CARA MENCARI SUPLIER DI SHOPEE RESI OTOMATIS TANGAN PERTAMA (2021),1,1,1,1,1,0,0
220,CARA MENCARI DISTRIBUTOR SEMBAKO DAN ROKOK ?Ÿ›‘100% BERHASIL (2021),0,1,0,1,1,0,0
221,sales distributor sembako - cara mencari no hp sales murah @MOBIL iim (2021),0,0,0,1,1,0,0
222,cara mencari supplier di tokopedia terbaru untuk dijadikan dropship dan reseller (2021),1,1,1,1,1,0,0
223,Cara Belanja di Alibaba Lengkap untuk Pemula PART 1: Mencari Supplier Amanah (2021),1,1,1,1,1,0,0
